short_name,player_positions,overall,potential,value_eur,value_log10,club_contract_valid_until,years_left,age,weak_foot,international_reputation,pace,shooting,passing,dribbling,defending,physic
Arthur Cabral,ST,77,85,23500000.0,7.371067862271736,2023.0,2.0,23,4,1,72.0,77.0,63.0,74.0,31.0,78.0
B. Dia,ST,77,83,17000000.0,7.230448921378274,2026.0,5.0,24,3,1,78.0,77.0,55.0,74.0,27.0,75.0
S. Weissman,ST,77,81,15000000.0,7.176091259055681,2024.0,3.0,25,4,1,77.0,79.0,65.0,71.0,32.0,70.0
N. Madueke,"RM, ST",77,88,23000000.0,7.361727836017593,2025.0,4.0,19,4,1,90.0,71.0,68.0,83.0,36.0,62.0
E. Choupo-Moting,"ST, LW",76,76,6000000.0,6.778151250383644,2023.0,2.0,32,4,2,71.0,73.0,68.0,78.0,38.0,73.0
C. Stuani,ST,76,76,3600000.0,6.556302500767287,2026.0,5.0,34,3,2,68.0,79.0,69.0,70.0,48.0,82.0
M. Balotelli,ST,76,76,7500000.0,6.8750612633917,2024.0,3.0,30,4,4,73.0,79.0,72.0,76.0,25.0,77.0
F. Smolov,ST,76,76,6500000.0,6.812913356642856,2022.0,1.0,31,3,2,81.0,76.0,71.0,74.0,32.0,72.0
G. Bou,"ST, CAM",76,76,6500000.0,6.812913356642856,2021.0,0.0,31,4,1,76.0,79.0,69.0,76.0,30.0,72.0
T. Pukki,ST,76,76,6500000.0,6.812913356642856,2022.0,1.0,31,3,1,76.0,76.0,60.0,75.0,34.0,68.0
A. Yarmolenko,"RM, RW, ST",76,76,6000000.0,6.778151250383644,2022.0,1.0,31,2,3,61.0,79.0,77.0,78.0,42.0,67.0
W. Khazri,"ST, CAM",76,76,7500000.0,6.8750612633917,2022.0,1.0,30,4,2,69.0,79.0,76.0,77.0,42.0,67.0
N. Sansone,"CAM, LW, ST",76,76,7500000.0,6.8750612633917,2023.0,2.0,29,3,2,78.0,72.0,71.0,80.0,44.0,55.0
S. Zaza,ST,76,76,7500000.0,6.8750612633917,2023.0,2.0,30,3,2,78.0,76.0,61.0,75.0,49.0,80.0
M. Niang,ST,76,79,10000000.0,7.0,2023.0,2.0,26,4,2,77.0,78.0,67.0,74.0,31.0,72.0
M. Batshuayi,ST,76,76,8000000.0,6.903089986991944,2022.0,1.0,27,5,2,73.0,77.0,59.0,76.0,33.0,69.0
N. Füllkrug,ST,76,76,7500000.0,6.8750612633917,2023.0,2.0,28,4,1,63.0,78.0,62.0,70.0,36.0,73.0
N. López,"RM, CAM, ST",76,76,8000000.0,6.903089986991944,2023.0,2.0,27,3,1,77.0,78.0,70.0,79.0,25.0,63.0
M. Dabbur,ST,76,76,7500000.0,6.8750612633917,2024.0,3.0,29,4,2,70.0,75.0,66.0,76.0,32.0,68.0
I. Toney,ST,76,80,10500000.0,7.021189299069938,2025.0,4.0,25,3,1,80.0,75.0,58.0,72.0,46.0,80.0
J. Maclaren,ST,76,76,8000000.0,6.903089986991944,2024.0,3.0,27,5,1,81.0,75.0,64.0,73.0,38.0,76.0
Hwang Ui Jo,"ST, LM",76,76,7500000.0,6.8750612633917,2023.0,2.0,28,4,2,78.0,77.0,64.0,74.0,42.0,73.0
D. Origi,"ST, LW",76,79,10000000.0,7.0,2024.0,3.0,26,4,2,79.0,75.0,67.0,75.0,27.0,74.0
S. Romero,ST,76,76,6000000.0,6.778151250383644,2023.0,2.0,32,3,1,70.0,75.0,72.0,77.0,47.0,74.0
J. Furch,ST,76,76,6500000.0,6.812913356642856,2021.0,0.0,31,3,1,53.0,77.0,61.0,69.0,39.0,78.0
B. Petković,"ST, CAM",76,77,9000000.0,6.954242509439325,2024.0,3.0,26,4,1,75.0,72.0,75.0,80.0,39.0,77.0
A. Petagna,ST,76,79,10000000.0,7.0,2024.0,3.0,26,3,2,61.0,75.0,68.0,76.0,34.0,81.0
K. Baldé,"ST, LM",76,79,10000000.0,7.0,2024.0,3.0,26,4,2,91.0,74.0,71.0,79.0,30.0,70.0
A. Sørloth,ST,76,79,10000000.0,7.0,2022.0,1.0,25,4,1,80.0,74.0,66.0,70.0,36.0,83.0
I. Slimani,ST,76,76,4800000.0,6.681241237375588,2022.0,1.0,33,3,3,47.0,76.0,73.0,69.0,47.0,80.0
A. Morelos,ST,76,81,11000000.0,7.041392685158225,2023.0,2.0,25,4,1,78.0,75.0,66.0,74.0,43.0,84.0
A. Armstrong,"ST, LW",76,82,12000000.0,7.079181246047625,2025.0,4.0,24,4,1,90.0,77.0,66.0,76.0,35.0,71.0
K. Piątek,ST,76,79,10000000.0,7.0,2025.0,4.0,26,3,2,75.0,77.0,53.0,72.0,36.0,71.0
O. Al Somah,ST,76,76,6000000.0,6.778151250383644,2024.0,3.0,32,4,2,68.0,79.0,69.0,72.0,39.0,80.0
Dyego Sousa,ST,76,76,6500000.0,6.812913356642856,2022.0,1.0,31,3,1,57.0,77.0,61.0,73.0,30.0,81.0
H. Martín,ST,76,76,7500000.0,6.8750612633917,2024.0,3.0,28,3,1,79.0,74.0,65.0,75.0,38.0,81.0
E. Boateng,ST,76,80,10500000.0,7.021189299069938,2022.0,1.0,25,4,1,91.0,74.0,58.0,75.0,40.0,77.0
P. Olayinka,"LM, RM, ST",76,78,9500000.0,6.977723605288848,2023.0,2.0,25,3,1,84.0,69.0,70.0,76.0,57.0,78.0
S. Mavididi,"LM, ST",76,81,11500000.0,7.060697840353612,2024.0,3.0,23,2,1,89.0,72.0,67.0,75.0,27.0,67.0
D. Bouanga,"LM, ST, RM",76,77,9000000.0,6.954242509439325,2023.0,2.0,26,4,2,80.0,75.0,70.0,78.0,38.0,69.0
C. Adams,ST,76,81,11500000.0,7.060697840353612,2024.0,3.0,24,3,1,84.0,77.0,62.0,74.0,40.0,77.0
Borja Mayoral,ST,76,81,11500000.0,7.060697840353612,2022.0,1.0,24,4,2,68.0,76.0,69.0,77.0,38.0,68.0
D. Lukébakio,"RM, ST",76,81,11500000.0,7.060697840353612,2022.0,1.0,23,3,2,84.0,75.0,69.0,79.0,31.0,60.0
Wesley,ST,76,80,11000000.0,7.041392685158225,2022.0,1.0,24,3,1,66.0,76.0,67.0,70.0,38.0,82.0
A. Ndiaye,"LM, ST, RM",76,79,10000000.0,7.0,2025.0,4.0,24,4,1,92.0,71.0,67.0,79.0,46.0,67.0
Toni Martínez,ST,76,83,15000000.0,7.176091259055681,2025.0,4.0,24,3,1,72.0,77.0,58.0,72.0,24.0,75.0
Brais Méndez,"RM, CM, ST",76,82,12000000.0,7.079181246047625,2024.0,3.0,24,3,1,71.0,74.0,76.0,74.0,50.0,63.0
A. Danjuma,"LW, LM, ST",76,80,11000000.0,7.041392685158225,2026.0,5.0,24,4,1,83.0,73.0,70.0,78.0,42.0,67.0
Melendo,"CAM, RM, ST",76,81,11500000.0,7.060697840353612,2022.0,1.0,23,2,1,78.0,66.0,75.0,78.0,48.0,60.0
M. Boadu,ST,76,85,16500000.0,7.217483944213907,2026.0,5.0,20,5,1,89.0,75.0,61.0,76.0,28.0,66.0
D. Rossi,"LW, ST, RW",76,84,16500000.0,7.217483944213907,2022.0,1.0,23,4,2,82.0,74.0,67.0,77.0,29.0,59.0
Loren,ST,76,77,9000000.0,6.954242509439325,2022.0,1.0,27,3,1,71.0,78.0,60.0,74.0,32.0,74.0
M. Barrow,"CAM, ST",76,83,15000000.0,7.176091259055681,2022.0,1.0,22,4,1,84.0,74.0,67.0,77.0,31.0,63.0
A. Hložek,"ST, LM, RM",76,87,16000000.0,7.204119982655925,2022.0,1.0,18,4,1,78.0,75.0,71.0,76.0,31.0,78.0
D. Núñez,ST,76,85,17000000.0,7.230448921378274,2025.0,4.0,22,3,1,84.0,75.0,69.0,73.0,40.0,84.0
L. López,ST,75,75,1900000.0,6.278753600952829,2022.0,1.0,38,4,2,63.0,77.0,70.0,74.0,49.0,65.0
R. Babel,"LM, ST",75,75,2600000.0,6.414973347970818,2022.0,1.0,34,3,3,77.0,79.0,71.0,77.0,39.0,75.0
M. Boselli,ST,75,75,1900000.0,6.278753600952829,2021.0,0.0,36,3,1,55.0,76.0,64.0,69.0,39.0,75.0
L. Refaelov,"CF, CAM, ST",75,75,2400000.0,6.380211241711606,2023.0,2.0,35,4,2,67.0,75.0,75.0,79.0,51.0,54.0
I. Scocco,ST,75,75,1900000.0,6.278753600952829,2021.0,0.0,36,4,2,70.0,79.0,73.0,80.0,35.0,64.0
G. Bergessio,ST,75,75,1900000.0,6.278753600952829,2021.0,0.0,36,4,1,50.0,77.0,60.0,65.0,33.0,73.0
M. Berg,"ST, CF",75,75,2700000.0,6.431363764158987,2023.0,2.0,34,4,1,71.0,75.0,63.0,72.0,35.0,71.0
S. Okaka,ST,75,75,4800000.0,6.681241237375588,2023.0,2.0,31,3,2,63.0,74.0,59.0,70.0,30.0,80.0
Ó. Cardozo,ST,75,75,1900000.0,6.278753600952829,2021.0,0.0,38,3,1,50.0,80.0,63.0,64.0,28.0,68.0
Alexandre Pato,"ST, LW, CAM",75,75,4800000.0,6.681241237375588,2021.0,0.0,31,4,3,77.0,74.0,69.0,76.0,32.0,69.0
N. Petersen,ST,75,75,4600000.0,6.662757831681574,2022.0,1.0,32,4,2,53.0,78.0,58.0,65.0,40.0,74.0
S. Terodde,ST,75,75,3600000.0,6.556302500767287,2022.0,1.0,33,3,1,54.0,78.0,54.0,66.0,38.0,78.0
C. Benteke,ST,75,75,5500000.0,6.740362689494244,2023.0,2.0,30,2,2,54.0,76.0,62.0,68.0,32.0,75.0
R. Alessandrini,"ST, RM",75,75,4600000.0,6.662757831681574,2021.0,0.0,32,4,2,84.0,78.0,72.0,78.0,45.0,67.0
O. Ighalo,ST,75,75,4600000.0,6.662757831681574,2023.0,2.0,32,3,2,67.0,77.0,65.0,73.0,42.0,75.0
J. King,"ST, LM",75,75,5500000.0,6.740362689494244,2023.0,2.0,29,3,1,79.0,76.0,68.0,76.0,38.0,70.0
N. Kalinić,ST,75,75,3600000.0,6.556302500767287,2022.0,1.0,33,4,3,63.0,74.0,64.0,73.0,42.0,67.0
A. Barnes,ST,75,75,4800000.0,6.681241237375588,2022.0,1.0,31,4,1,57.0,75.0,68.0,72.0,47.0,79.0
Júnior Negão,ST,75,75,2700000.0,6.431363764158987,2022.0,1.0,34,3,1,76.0,75.0,58.0,70.0,35.0,78.0
Diego Farías,"LW, CF, ST",75,75,4700000.0,6.672097857935717,2022.0,1.0,31,3,2,82.0,70.0,68.0,78.0,38.0,49.0
U. Dávila,"CAM, RM, ST",75,75,5500000.0,6.740362689494244,2024.0,3.0,30,4,1,76.0,75.0,72.0,78.0,45.0,69.0
F. Martínez,"ST, LM, RM",75,75,4800000.0,6.681241237375588,2022.0,1.0,31,3,1,88.0,72.0,65.0,74.0,32.0,69.0
A. Kokorin,"ST, RW",75,75,5500000.0,6.740362689494244,2024.0,3.0,30,3,2,78.0,74.0,71.0,78.0,43.0,67.0
Johnathan,"ST, CAM",75,75,4800000.0,6.681241237375588,2021.0,0.0,31,5,1,80.0,76.0,61.0,74.0,38.0,78.0
R. Hamouma,"ST, RM",75,75,2700000.0,6.431363764158987,2022.0,1.0,34,4,2,67.0,76.0,75.0,78.0,42.0,64.0
J. Ayew,"ST, RM",75,75,5500000.0,6.740362689494244,2022.0,1.0,29,3,2,76.0,74.0,70.0,78.0,46.0,72.0
Juanmi,"LM, ST, LW",75,75,5500000.0,6.740362689494244,2024.0,3.0,28,3,1,73.0,75.0,69.0,76.0,30.0,51.0
Samu Sáiz,"LM, CAM, ST",75,75,5500000.0,6.740362689494244,2023.0,2.0,30,3,1,77.0,67.0,72.0,80.0,25.0,63.0
Dani Rodríguez,"CAM, LM, ST",75,75,3500000.0,6.544068044350276,2023.0,2.0,33,3,1,85.0,75.0,74.0,72.0,63.0,69.0
M. Gabbiadini,ST,75,75,5500000.0,6.740362689494244,2026.0,5.0,29,3,2,67.0,79.0,71.0,76.0,26.0,62.0
M. Uth,"CAM, CF, ST",75,75,5500000.0,6.740362689494244,2023.0,2.0,29,2,2,73.0,77.0,72.0,76.0,40.0,68.0
G. Caprari,"CF, ST",75,75,6000000.0,6.778151250383644,2022.0,1.0,27,3,2,84.0,70.0,70.0,81.0,20.0,49.0
F. Castillo,"ST, LM, RM",75,75,5500000.0,6.740362689494244,2025.0,4.0,29,4,1,92.0,75.0,63.0,81.0,43.0,73.0
M. Elyounoussi,"LM, ST",75,75,6000000.0,6.778151250383644,2023.0,2.0,26,4,1,75.0,74.0,72.0,77.0,54.0,68.0
S. Bahoken,ST,75,75,5500000.0,6.740362689494244,2022.0,1.0,29,3,2,77.0,74.0,57.0,73.0,24.0,73.0
J. Campbell,"ST, RM",75,75,5500000.0,6.740362689494244,2022.0,1.0,29,2,1,81.0,75.0,73.0,77.0,41.0,75.0
L. Pavoletti,ST,75,75,4600000.0,6.662757831681574,2023.0,2.0,32,3,2,56.0,73.0,51.0,68.0,35.0,72.0
M. Livaja,"LW, CAM, ST",75,75,6000000.0,6.778151250383644,2024.0,3.0,27,5,1,79.0,75.0,67.0,76.0,32.0,77.0
L. Vietto,"CAM, LM, ST",75,75,6000000.0,6.778151250383644,2023.0,2.0,27,4,2,75.0,71.0,73.0,80.0,45.0,64.0
R. Ripart,"ST, LM, CM",75,75,6000000.0,6.778151250383644,2025.0,4.0,28,3,2,74.0,75.0,68.0,72.0,64.0,84.0
S. Larsson,"LW, ST",75,75,5500000.0,6.740362689494244,2023.0,2.0,28,2,1,76.0,72.0,73.0,80.0,38.0,59.0
A. Hahn,"ST, RM",75,75,5500000.0,6.740362689494244,2022.0,1.0,30,4,2,72.0,75.0,67.0,70.0,55.0,83.0
F. Niederlechner,ST,75,75,5500000.0,6.740362689494244,2022.0,1.0,30,4,2,72.0,76.0,63.0,73.0,35.0,79.0
F. Di Francesco,"CF, LW, ST",75,75,6000000.0,6.778151250383644,2022.0,1.0,27,4,1,79.0,70.0,73.0,81.0,39.0,60.0
D. Benedetto,ST,75,75,4800000.0,6.681241237375588,2022.0,1.0,31,3,2,76.0,76.0,66.0,74.0,38.0,72.0
L. Janson,"LW, ST",75,75,6000000.0,6.778151250383644,2023.0,2.0,26,3,1,84.0,73.0,66.0,79.0,36.0,63.0
A. Mitrović,ST,75,76,6500000.0,6.812913356642856,2024.0,3.0,26,4,1,63.0,76.0,56.0,70.0,27.0,84.0
Gonçalo Paciência,ST,75,76,6500000.0,6.812913356642856,2023.0,2.0,26,4,1,56.0,75.0,57.0,76.0,33.0,79.0
G. Simeone,ST,75,78,7500000.0,6.8750612633917,2022.0,1.0,25,3,2,76.0,74.0,59.0,75.0,37.0,70.0
M. Simon,"LM, ST, RM",75,76,6500000.0,6.812913356642856,2024.0,3.0,25,4,2,92.0,70.0,66.0,79.0,34.0,65.0
Carlos Júnior,"RM, ST, LM",75,76,6500000.0,6.812913356642856,2024.0,3.0,25,3,1,80.0,74.0,65.0,77.0,44.0,64.0
R. Martínez,"ST, LW, RW",75,76,6500000.0,6.812913356642856,2023.0,2.0,27,4,1,83.0,74.0,64.0,77.0,35.0,78.0
E. Valencia,"ST, RM, LM",75,75,4800000.0,6.681241237375588,2023.0,2.0,31,3,2,88.0,74.0,66.0,73.0,46.0,75.0
Carlos Fernández,"ST, CAM",75,80,8500000.0,6.929418925714293,2026.0,5.0,25,4,1,69.0,77.0,64.0,75.0,27.0,71.0
S. Driussi,"ST, LW",75,79,8000000.0,6.903089986991944,2022.0,1.0,25,2,1,81.0,74.0,71.0,74.0,26.0,69.0
U. Đurđević,ST,75,76,6500000.0,6.812913356642856,2023.0,2.0,27,2,1,79.0,79.0,54.0,71.0,31.0,85.0
Wu Lei,"ST, RM, LM",75,75,5500000.0,6.740362689494244,2024.0,3.0,29,3,1,83.0,71.0,69.0,75.0,40.0,69.0
Mariano,ST,75,75,6000000.0,6.778151250383644,2023.0,2.0,27,4,1,76.0,78.0,61.0,71.0,45.0,78.0
E. Ünal,ST,75,81,9000000.0,6.954242509439325,2025.0,4.0,24,3,1,68.0,77.0,64.0,75.0,36.0,77.0
V. Muriqi,ST,75,76,6500000.0,6.812913356642856,2025.0,4.0,27,3,1,56.0,75.0,55.0,67.0,28.0,82.0
F. Kamano,"LW, LM, ST",75,78,7500000.0,6.8750612633917,2024.0,3.0,25,4,1,85.0,73.0,67.0,76.0,35.0,61.0
W. Bou,ST,75,75,6000000.0,6.778151250383644,2022.0,1.0,27,2,1,75.0,75.0,68.0,76.0,46.0,74.0
H. Diallo,"ST, RM",75,78,7500000.0,6.8750612633917,2025.0,4.0,26,3,2,72.0,74.0,55.0,71.0,23.0,72.0
G. Kerk,"RW, ST",75,77,7000000.0,6.845098040014257,2025.0,4.0,25,2,1,93.0,70.0,65.0,75.0,34.0,74.0
Cesinha,"CAM, ST, LW",75,75,4700000.0,6.672097857935717,2022.0,1.0,31,5,1,79.0,78.0,72.0,75.0,32.0,70.0
Hwang Hee Chan,ST,75,78,7500000.0,6.8750612633917,2022.0,1.0,25,4,1,84.0,75.0,70.0,78.0,28.0,68.0
V. Janssen,"ST, CF",75,76,6500000.0,6.812913356642856,2024.0,3.0,27,4,1,75.0,73.0,62.0,70.0,39.0,84.0
T. Minamino,"RW, ST, LM",75,76,6500000.0,6.812913356642856,2024.0,3.0,26,4,1,79.0,73.0,69.0,81.0,36.0,63.0
C. Larin,"ST, LW, RW",75,76,6500000.0,6.812913356642856,2022.0,1.0,26,4,1,71.0,74.0,59.0,70.0,26.0,80.0
Fábio Abreu,ST,75,75,6000000.0,6.778151250383644,2022.0,1.0,28,3,1,78.0,75.0,54.0,71.0,26.0,76.0
A. Canelo,"ST, LM, LW",75,75,5500000.0,6.740362689494244,2022.0,1.0,29,4,1,87.0,79.0,64.0,72.0,28.0,72.0
Dênildo Stein,"ST, CF",75,75,1900000.0,6.278753600952829,2024.0,3.0,37,3,1,76.0,76.0,61.0,73.0,30.0,64.0
Formosandrinho,"ST, CF",75,75,5500000.0,6.740362689494244,2024.0,3.0,29,3,1,77.0,77.0,60.0,73.0,24.0,60.0
U. Sadiq,ST,75,81,9000000.0,6.954242509439325,2025.0,4.0,24,3,1,83.0,75.0,57.0,71.0,30.0,73.0
A. Šporar,ST,75,76,6500000.0,6.812913356642856,2022.0,1.0,27,4,1,76.0,75.0,66.0,72.0,19.0,70.0
F. Zampedri,ST,75,75,3600000.0,6.556302500767287,2023.0,2.0,33,3,1,68.0,78.0,55.0,71.0,29.0,76.0
O. Edouard,ST,75,83,12500000.0,7.096910013008056,2025.0,4.0,23,4,1,83.0,74.0,67.0,79.0,45.0,75.0
H. Onyekuru,"LM, ST",75,80,8500000.0,6.929418925714293,2025.0,4.0,24,4,2,92.0,71.0,65.0,80.0,34.0,54.0
Y. Wissa,"LM, ST, LW",75,78,7500000.0,6.8750612633917,2025.0,4.0,24,3,1,88.0,74.0,65.0,76.0,28.0,68.0
A. Elis,"ST, RW",75,78,7500000.0,6.8750612633917,2022.0,1.0,25,4,1,90.0,71.0,63.0,77.0,31.0,74.0
J. Mateta,ST,75,80,8500000.0,6.929418925714293,2022.0,1.0,24,4,1,69.0,73.0,53.0,71.0,32.0,77.0
A. Sobolev,ST,75,80,8500000.0,6.929418925714293,2024.0,3.0,24,3,1,71.0,75.0,58.0,71.0,42.0,72.0
J. Hernández,"ST, RM, LM",75,81,9000000.0,6.954242509439325,2022.0,1.0,22,4,1,83.0,75.0,65.0,73.0,42.0,73.0
M. Berisha,ST,75,80,8500000.0,6.929418925714293,2025.0,4.0,23,3,1,77.0,76.0,71.0,74.0,32.0,76.0
Mama Baldé,"ST, RM",75,77,7000000.0,6.845098040014257,2025.0,4.0,25,3,1,91.0,72.0,67.0,73.0,50.0,79.0
J. Macías,ST,75,84,12500000.0,7.096910013008056,2022.0,1.0,21,3,1,73.0,74.0,59.0,74.0,25.0,62.0
C. Ekuban,"RM, CAM, ST",75,75,6000000.0,6.778151250383644,2024.0,3.0,27,3,1,86.0,71.0,66.0,73.0,28.0,84.0
Manu Vallejo,"ST, LM, CAM",75,81,9000000.0,6.954242509439325,2024.0,3.0,24,4,1,74.0,76.0,68.0,76.0,43.0,63.0
Silas,"RM, LM, ST",75,84,12500000.0,7.096910013008056,2024.0,3.0,22,2,1,87.0,71.0,61.0,80.0,52.0,68.0
C. De Ketelaere,"LW, CAM, ST",75,85,12500000.0,7.096910013008056,2023.0,2.0,20,4,1,72.0,72.0,75.0,77.0,62.0,71.0
Marcos André,"ST, LW, CAM",75,81,9000000.0,6.954242509439325,2026.0,5.0,24,4,1,76.0,78.0,59.0,72.0,38.0,73.0
J. Kuchta,ST,75,80,8500000.0,6.929418925714293,2024.0,3.0,24,3,1,79.0,73.0,64.0,72.0,34.0,81.0
G. Pandev,"ST, RW",74,74,1400000.0,6.146128035678238,2022.0,1.0,37,3,3,54.0,78.0,72.0,79.0,37.0,49.0
M. Ruben,ST,74,74,2100000.0,6.3222192947339195,2021.0,0.0,34,4,1,74.0,74.0,63.0,70.0,42.0,72.0
J. Rodriguez,ST,74,74,3600000.0,6.556302500767287,2022.0,1.0,31,4,2,67.0,76.0,67.0,73.0,42.0,66.0
L. Rémy,ST,74,74,2100000.0,6.3222192947339195,2022.0,1.0,34,3,2,66.0,76.0,65.0,71.0,37.0,68.0
Fernandinho Silva,"LM, ST, CM",74,74,1700000.0,6.230448921378274,2022.0,1.0,35,3,1,83.0,71.0,67.0,77.0,51.0,65.0
T. Deeney,ST,74,74,2700000.0,6.431363764158987,2023.0,2.0,33,3,2,50.0,76.0,65.0,70.0,37.0,79.0
L. Pratto,ST,74,74,2700000.0,6.431363764158987,2022.0,1.0,33,3,2,70.0,74.0,69.0,69.0,57.0,80.0
B. Fornaroli,ST,74,74,2700000.0,6.431363764158987,2023.0,2.0,33,5,1,77.0,72.0,64.0,76.0,39.0,79.0
C. Tosun,ST,74,74,4100000.0,6.6127838567197355,2022.0,1.0,30,4,2,66.0,76.0,65.0,72.0,36.0,73.0
M. Destro,ST,74,74,4100000.0,6.6127838567197355,2024.0,3.0,30,3,2,69.0,75.0,60.0,72.0,29.0,60.0
I. Belfodil,ST,74,74,4200000.0,6.623249290397901,2025.0,4.0,29,2,2,65.0,74.0,68.0,74.0,36.0,74.0
K. Ansarifard,ST,74,74,3600000.0,6.556302500767287,2023.0,2.0,31,4,1,74.0,77.0,62.0,71.0,43.0,72.0
M. Vydra,"CF, CAM, ST",74,74,4200000.0,6.623249290397901,2022.0,1.0,29,4,1,80.0,74.0,68.0,75.0,36.0,67.0
B. Linssen,"ST, LW",74,74,4100000.0,6.6127838567197355,2023.0,2.0,30,2,1,77.0,74.0,67.0,73.0,45.0,70.0
Camilo Sanvezzo,ST,74,74,3400000.0,6.531478917042255,2023.0,2.0,32,4,1,77.0,77.0,68.0,78.0,34.0,67.0
M. Quiroga,ST,74,74,3600000.0,6.556302500767287,2025.0,4.0,31,2,1,67.0,70.0,51.0,68.0,29.0,81.0
E. Gigliotti,ST,74,74,2100000.0,6.3222192947339195,2025.0,4.0,34,3,1,49.0,76.0,59.0,68.0,41.0,80.0
B. Decordova-Reid,"RM, ST",74,74,4200000.0,6.623249290397901,2023.0,2.0,28,3,1,79.0,72.0,69.0,76.0,57.0,63.0
Djaniny,"ST, RM",74,74,4100000.0,6.6127838567197355,2023.0,2.0,30,4,1,80.0,71.0,67.0,76.0,35.0,76.0
A. Lozano,"ST, LM",74,74,4300000.0,6.633468455579586,2023.0,2.0,28,3,1,78.0,74.0,63.0,69.0,36.0,75.0
J. Wallace,"RW, ST, RM",74,74,4500000.0,6.653212513775344,2022.0,1.0,27,4,1,77.0,70.0,71.0,75.0,45.0,67.0
S. Dursun,ST,74,74,4200000.0,6.623249290397901,2024.0,3.0,29,4,1,63.0,73.0,57.0,73.0,31.0,74.0
S. Andersson,ST,74,74,4200000.0,6.623249290397901,2023.0,2.0,29,2,1,54.0,73.0,54.0,69.0,31.0,76.0
R. Quaison,"ST, LM, CAM",74,75,4900000.0,6.690196080028514,2024.0,3.0,27,3,2,71.0,75.0,67.0,78.0,44.0,70.0
Rubén Sobrino,"ST, RM",74,74,4200000.0,6.623249290397901,2024.0,3.0,29,4,1,78.0,76.0,62.0,72.0,37.0,66.0
D. González,"LM, RM, ST",74,74,4500000.0,6.653212513775344,2024.0,3.0,27,3,1,83.0,69.0,69.0,75.0,47.0,62.0
Júlio Tavares,ST,74,74,3400000.0,6.531478917042255,2022.0,1.0,32,3,1,58.0,75.0,56.0,69.0,30.0,85.0
O. Nguette,"LW, RW, ST",74,74,4600000.0,6.662757831681574,2022.0,1.0,26,3,1,85.0,67.0,67.0,76.0,40.0,63.0
M. Rangel,ST,74,74,4100000.0,6.6127838567197355,2021.0,0.0,30,3,1,60.0,77.0,58.0,68.0,36.0,74.0
D. Kreilach,"ST, CAM, CDM",74,74,3400000.0,6.531478917042255,2022.0,1.0,32,3,1,44.0,75.0,70.0,72.0,65.0,85.0
K. Moore,ST,74,74,4300000.0,6.633468455579586,2023.0,2.0,28,3,1,77.0,71.0,56.0,67.0,47.0,82.0
M. Samatta,ST,74,74,4300000.0,6.633468455579586,2022.0,1.0,28,4,1,80.0,71.0,66.0,71.0,31.0,73.0
K. Billiat,"CF, RW, ST",74,74,4100000.0,6.6127838567197355,2023.0,2.0,30,4,1,85.0,73.0,70.0,79.0,47.0,64.0
S. Adamyan,"CAM, ST, LM",74,74,4200000.0,6.623249290397901,2023.0,2.0,28,3,1,79.0,73.0,64.0,76.0,37.0,70.0
Simy,ST,74,74,4200000.0,6.623249290397901,2022.0,1.0,29,3,1,59.0,77.0,45.0,61.0,29.0,78.0
I. Pussetto,"ST, RM",74,78,6000000.0,6.778151250383644,2022.0,1.0,25,4,1,78.0,73.0,63.0,77.0,25.0,60.0
A. Sanabria,ST,74,79,6500000.0,6.812913356642856,2025.0,4.0,25,4,1,73.0,72.0,70.0,75.0,32.0,62.0
M. Diagne,ST,74,74,4200000.0,6.623249290397901,2023.0,2.0,29,4,1,64.0,76.0,57.0,62.0,29.0,73.0
N. Orsini,ST,74,75,5000000.0,6.698970004336019,2024.0,3.0,26,3,1,84.0,73.0,57.0,69.0,31.0,75.0
E. Ponce,ST,74,80,6500000.0,6.812913356642856,2024.0,3.0,24,3,1,77.0,73.0,60.0,74.0,37.0,68.0
Douglas Tanque,ST,74,75,4900000.0,6.690196080028514,2022.0,1.0,27,3,1,50.0,76.0,54.0,62.0,32.0,78.0
L. Boyé,"ST, LW, CAM",74,79,6500000.0,6.812913356642856,2026.0,5.0,25,2,1,73.0,72.0,61.0,77.0,47.0,79.0
J. Lucero,ST,74,74,4200000.0,6.623249290397901,2022.0,1.0,29,4,1,77.0,71.0,61.0,70.0,34.0,68.0
Joelinton,"ST, LM",74,78,6000000.0,6.778151250383644,2024.0,3.0,24,3,1,76.0,70.0,62.0,73.0,43.0,79.0
S. Prevljak,ST,74,77,5500000.0,6.740362689494244,2023.0,2.0,26,3,1,70.0,77.0,61.0,70.0,23.0,76.0
S. Mounié,ST,74,76,5500000.0,6.740362689494244,2024.0,3.0,26,3,2,64.0,73.0,62.0,68.0,45.0,80.0
K. Lasagna,ST,74,74,4300000.0,6.633468455579586,2022.0,1.0,28,3,2,87.0,70.0,60.0,75.0,29.0,63.0
D. Verde,"RW, LW, ST",74,77,5500000.0,6.740362689494244,2022.0,1.0,25,3,1,84.0,73.0,67.0,79.0,36.0,47.0
Pere Milla,"ST, CAM, LM",74,74,4300000.0,6.633468455579586,2022.0,1.0,28,2,1,76.0,74.0,68.0,76.0,37.0,63.0
J. Morris,"LM, ST, RM",74,74,4600000.0,6.662757831681574,2022.0,1.0,26,2,2,89.0,70.0,68.0,73.0,38.0,81.0
G. Scamacca,ST,74,84,9500000.0,6.977723605288848,2023.0,2.0,22,3,2,70.0,75.0,54.0,69.0,33.0,70.0
